Name,Description,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: On any equipment use,Script: On any countdown reduce,Script: End Turn,Script: Before execute,Script: On Snap,Script: On Fury,Script: On Dodge
Safe Bet,The next roll won't|exceed the CPU target,1,inflictself(~cpushield~);,,MIN4,,YELLOW,simplify,complicate,,,0,YES,NO,robotonly|vanilla,,,,,,,,,,,,
Hijinx,Reduce all Jinx|countdowns by [jinx]1,2,boostjinxcountdowns(self[;] 1); boostjinxcountdowns(target[;] 1);,,EVEN,,PINK,change_power,complicate,,,0,YES,NO,vanilla,,,,,,,,,,,,
Hijinx_upgraded,Reduce all Jinx|countdowns by [jinx]2,2,boostjinxcountdowns(self[;] 2); boostjinxcountdowns(target[;] 2);,,EVEN,,PINK,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Slapsies,In [jinx]<d6> turns[;]|do [sword]<triple> damage,2,jinx(~Slapsies~[;]~take [sword]%VAR% damage~[;]~Take [sword]%VAR% damage~[;]~attack(%VAR%); sfxdamage(null[;]%VAR%);~[;]target[;]self[;]d[;](d * 3)); sfx(~_thinghappens~);,,MAX4,,PINK,change_power,change_power,,,0,NO,NO,vanilla,,,,,,,,,,,,
Slapsies_upgraded,In [jinx]<d6> turns[;]|do [sword]<quadruple> damage,2,jinx(~Slapsies+~[;]~take [sword]%VAR% damage~[;]~Take [sword]%VAR% damage~[;]~attack(%VAR%); sfxdamage(null[;]%VAR%);~[;]target[;]self[;]d[;](d * 4)); sfx(~_thinghappens~);,,MAX4,,PINK,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Slapsies_downgraded,In [jinx]<d6> turns[;]|do [sword]<d6> damage,2,jinx(~Slapsies-~[;]~take [sword]%VAR% damage~[;]~Take [sword]%VAR% damage~[;]~attack(%VAR%); sfxdamage(null[;]%VAR%);~[;]target[;]self[;]d[;]d); sfx(~_thinghappens~);,,MAX4,,PINK,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Mercy,In [jinx]6 turns[;]|do [fire]20 damage,2,jinx(~Mercy~[;]~take [fire]%VAR% damage~[;]~Take [fire]%VAR% damage~[;]~attack(%VAR%[;] FIRE); sfxdamage(null[;]%VAR%); sfx(\~_fire\~[;]\~\~[;]0.2);~[;]target[;]self[;]6[;]20); sfx(~_thinghappens~);,,COUNTDOWN,5,PINK,change_power,change_power,,,0,NO,NO,vanilla,,,,,,,,,,,,
Mercy_upgraded,In [jinx]5 turns[;]|do [fire]20 damage,2,jinx(~Mercy+~[;]~take [fire]%VAR% damage~[;]~Take [fire]%VAR% damage~[;]~attack(%VAR%[;] FIRE); sfxdamage(null[;]%VAR%); sfx(\~_fire\~[;]\~\~[;]0.2);~[;]target[;]self[;]5[;]20); sfx(~_thinghappens~);,,COUNTDOWN,5,PINK,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Mercy_downgraded,In [jinx]7 turns[;]|do [fire]20 damage,2,jinx(~Mercy-~[;]~take [fire]%VAR% damage~[;]~Take [fire]%VAR% damage~[;]~attack(%VAR%[;] FIRE); sfxdamage(null[;]%VAR%); sfx(\~_fire\~[;]\~\~[;]0.2);~[;]target[;]self[;]7[;]20); sfx(~_thinghappens~);,,COUNTDOWN,5,PINK,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Concentration,In [jinx]<d6> turns[;]|recover <double> health,2,jinx(~Concentration~[;]~heal [heart]%VAR% health~[;]~Heal [heart]%VAR% health~[;]~attack(-%VAR%); sfx(\~_heal\~);~[;]self[;]self[;]d[;](d * 2)); sfx(~_thinghappens~);,,MAX4,,PINK,change_power,change_power,,,0,YES,NO,vanilla,,,,,,,,,,,,
Concentration_upgraded,In [jinx]<d6> turns[;]|recover <triple> health,2,jinx(~Concentration+~[;]~heal [heart]%VAR% health~[;]~Heal [heart]%VAR% health~[;]~attack(-%VAR%); sfx(\~_heal\~);~[;]self[;]self[;]d[;](d * 3)); sfx(~_thinghappens~);,,MAX4,,PINK,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Concentration_downgraded,In [jinx]<d6> turns[;]|recover <double> health,2,jinx(~Concentration-~[;]~heal [heart]%VAR% health~[;]~Heal [heart]%VAR% health~[;]~attack(-%VAR%); sfx(\~_heal\~);~[;]self[;]self[;]d[;](d * 2)); sfx(~_thinghappens~);,,REQUIRE4,,PINK,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Lojinx,Do [sword]2 for each [jinx]jinx[;]|then return the dice,2,var jinxcount = getjinx(self) + getjinx(target); if(jinxcount == 0) { target.textparticle(~No effect!~); givedice(d); } else{ attack(jinxcount * 2); givedice(d); sfxdamage(target[;]jinxcount * 2); },,NORMAL,,PINK,change_power,change_power,,,0,NO,NO,vanilla,,,,,,,,,,,,givedice(d);
Lojinx_upgraded,Do [sword]3 for each [jinx]jinx[;]|then return the dice,2,var jinxcount = getjinx(self) + getjinx(target); if(jinxcount == 0) { target.textparticle(~No effect!~); givedice(d); } else{ attack(jinxcount * 3); givedice(d); sfxdamage(target[;]jinxcount * 2); },,NORMAL,,PINK,,,,,0,NO,NO,vanilla,,,,,,,,,,,,givedice(d);
Lojinx_downgraded,Do [sword]1 for each [jinx]jinx[;]|then return the dice,2,var jinxcount = getjinx(self) + getjinx(target); if(jinxcount == 0) { target.textparticle(~No effect!~); givedice(d); } else{ attack(jinxcount); givedice(d); sfxdamage(target[;]jinxcount * 2); },,NORMAL,,PINK,,,,,0,NO,NO,vanilla,,,,,,,,,,,,givedice(d);
Sour Candy,Heal [heal]2. If above max hp[;]|deal excess as damage,1,if(self.maxhp - self.hp == 0) { attack(2); sfxdamage(target[;]2); } else if(self.maxhp - self.hp == 1) { attack(1); attackself(-1); sfxdamage(target[;]1); } else { attackself(-2); sfx(~_heal~); },,NORMAL,,GREEN,change_power,change_power,,,0,YES,NO,vanilla,,,,,,,,,,,,
Sour Candy_upgraded,Heal [heal]3. If above max hp[;]|deal excess as damage,1,if(self.maxhp - self.hp == 0) { attack(3); sfxdamage(target[;]3); } else if(self.maxhp - self.hp == 1) { attack(2); attackself(-1); sfxdamage(target[;]2); } else if(self.maxhp - self.hp == 2) { attack(1); attackself(-2); sfxdamage(target[;]1); } else { attackself(-3); sfx(~_heal~); },,NORMAL,,GREEN,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Sour Candy_downgraded,Heal [heal]1 health,1,attackself(-1); sfx(~_heal~);,,NORMAL,,GREEN,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Subdivide,Split a dice evenly,1,givedice([(d / 2)[;] (d / 2)]);,Clone Device,EVEN,,GREEN,change_power,change_power,,,0,YES,NO,vanilla,1,,,,,,,,,,,
Subdivide_upgraded,Split a dice as|evenly as possible,1,if(d % 2 == 0) { givedice([(d / 2)[;] (d / 2)]); } else { if(d > 1) { d = d - 1; givedice([((d / 2) + 1)[;] (d / 2)]); } },Clone Device,MIN2,,GREEN,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Subdivide_downgraded,Split a six evenly,1,givedice([(d / 2)[;] (d / 2)]);,Clone Device,REQUIRE6,,GREEN,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Lollipop,Dice value -1. On 1[;]|instead return two 1s,1,if(d >= 2) { givedice(d - 1); } else { givedice([1[;]1]); },Meganudge,NORMAL,,GREEN,change_power,complicate,,,0,YES,NO,vanilla,1,,,,,,,,,,,
Lollipop_upgraded,Dice value -1. On 1[;]|instead return two dice,1,if(d >= 2) { givedice(d - 1); } else { givedice([rand([1[;]2[;]3[;]4[;]5[;]6])[;]rand([1[;]2[;]3[;]4[;]5[;]6])]); },Meganudge,NORMAL,,GREEN,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Forge,Permanently upgrade the|first card in your hand|[gray](once per battle),2,/* to do: implement this lol */,,COUNTDOWN,16,YELLOW,halfcountdown,noeffect,,,0,YES,NO,excludefromrandomlists|vanilla,,,,,,,,,,,,
Shadow Dice,Duplicate a dice|Lose [heart]<d6> health,1,givedice([d[;] d]); pierceattackself(d);,Clone Device,NORMAL,,PURPLE,change_power,complicate,,,0,YES,NO,vanilla,1,,,,,,,,,,,
Shadow Dice_upgraded,Duplicate a dice|Lose [heart]<d6> health|[gray](Reuseable),1,givedice([d[;] d]); pierceattackself(d);,Clone Device,NORMAL,,PURPLE,,,,,2,YES,NO,vanilla,,,,,,,,,,,,
Blood Let,Lose [heart]2 hp[;] then heal [heart]1,1,pierceattackself(2); attackself(-1);,,ODD,,RED,change_power,change_power,,,0,YES,NO,vanilla,,,,,,,,,,,,
Blood Let_upgraded,Lose [heart]4 hp[;] then heal [heart]2,1,pierceattackself(4); attackself(-2);,,ODD,,RED,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Blood Let_downgraded,Lose [heart]2 hp|[gray](Reuseable),1,pierceattackself(2);,,ODD,,RED,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Mirror Shard,Do [sword]9 damage[;]|+1 dice this fight,2,if(simulation) { bonus(1000); } else{ attack(9); self.extradice++; },,REQUIRE6|REQUIRE6,,PURPLE,change_power,change_power,,,0,NO,NO,vanilla,,,,,,,,,,,,self.extradice++; sfx(~magic_gaindice~[;]~~[;]0.2);
Mirror Shard_upgraded,Do [sword]12 damage[;]|+1 dice this fight,2,if(simulation) { bonus(1000); } else{ attack(12); self.extradice++; },,REQUIRE6|REQUIRE6,,PURPLE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,self.extradice++; sfx(~magic_gaindice~[;]~~[;]0.2);
Mirror Shard_downgraded,Do [sword]9 damage,2,attack(9);,,REQUIRE6|REQUIRE6,,PURPLE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Kapow,Do [sword]<var_tempkapowkludge:kapowcount> damage[;] +1 for|each kapow used this turn,2,if(simulation) { bonus(-1000); } else { attack(self.getvar(~kapowcount~) + 1); self.setvar(~kapowcount~[;] self.getvar(~kapowcount~) + 1); },,NORMAL,,YELLOW,change_power,change_power,,,0,NO,NO,vanilla,,self.setvar(~kapowcount~[;] 0);,self.setvar(~kapowcount~[;] 0);,self.setvar(~kapowcount~[;] 0);,,,,,,,,self.setvar(~kapowcount~[;] self.getvar(~kapowcount~) + 1);
Kapow_upgraded,Do [sword]<var_tempkapowkludge:kapowcount> damage[;] +2 for|each kapow used this turn,2,if(simulation) { bonus(-1000); } else { attack(self.getvar(~kapowcount~) + 1); self.setvar(~kapowcount~[;] self.getvar(~kapowcount~) + 2); },,NORMAL,,YELLOW,,,,,0,NO,NO,vanilla,,self.setvar(~kapowcount~[;] 0);,self.setvar(~kapowcount~[;] 0);,self.setvar(~kapowcount~[;] 0);,,,,,,,,self.setvar(~kapowcount~[;] self.getvar(~kapowcount~) + 1);
Kapow_downgraded,Increase Kapow counter,2,if(simulation) { bonus(-1000); } else { self.setvar(~kapowcount~[;] self.getvar(~kapowcount~) + 1); },,NORMAL,,YELLOW,,,,,0,NO,NO,vanilla,,self.setvar(~kapowcount~[;] 0);,self.setvar(~kapowcount~[;] 0);,self.setvar(~kapowcount~[;] 0);,,,,,,,,
Call for Backup Warrior?,Warrior Charge|Add 3 to Kapow damage,2,self.setvar(~kapowcount~[;] self.getvar(~kapowcount~) + 3); sfx(~_magic~);,,,,BRIGHTCYAN,,change_power,,none,0,YES,NO,excludefromrandomlists|alternateversion|powercard|curseavoid,,,,,,,,,,,,
Call for Backup Thief?,Black Market|Rent a powerful item|Costs [gold]1[;] you have [gold]<gold>,2,/* $if(self.gold > 0){ */ self.gold--; replacemewith(rand([~Dark Shadow~[;]~Bear Maul~[;]~Two Handed Sword~[;]~Tower Shield~[;]~Earthquake~[;]~Very Good Sword~[;]~Counterfeit~[;]~Spatulasword~[;]~Quarterstaff~])[;] -1); } else { self.textparticle(~Can't afford!~); }$,,,,GREEN,,change_power,,none,0,YES,NO,excludefromrandomlists|alternateversion|powercard|curseavoid,,,,,,,,,,,,
Call for Backup Robot?,Power Surge|Add +1 to all dice|less than six,2,var c = 0; var extradice = []; for (mydice in self.dicepool){ if (mydice.available()){ if (mydice.basevalue < 6){ mydice.animatereroll((mydice.basevalue + 1)[;] self.screenposition()[;] c * 0.05); } c++; } } givedice(extradice);,,,,GRAY,,change_power,,none,0,YES,NO,excludefromrandomlists|alternateversion|powercard|curseavoid,,,,,,,,,,,,
Call for Backup Witch?,Multicard!|Add an extra card to|your hand (this turn),2,Deck.sethandsize(4[;]true); Deck.lookahead = 0; sfx(~_thinghappens~);,,,,PURPLE,,change_power,,none,0,YES,NO,excludefromrandomlists|alternateversion|powercard|curseavoid,,,,,,,,Deck.sethandsize(3); Deck.lookahead = 3;,,,e.preventdefault = true; e.maintainfury = true;,
Call for Backup Inventor?,Random Access|Copy a random item|from your deck,2,/* $replacemewith(rand(Deck.getcardlist(~all~))[;] -1); */ $,,,,ORANGE,,change_power,,none,0,YES,NO,excludefromrandomlists|alternateversion|powercard|curseavoid,,,,,,,,,,,,
Call for Backup Warrior?_downgraded,Pea Gun|Do [sword]3 damage,2,attack(3);,Lucky Shot,,,BRIGHTCYAN,,,,none,0,NO,NO,excludefromrandomlists|powercard|curseavoid,,,,,,,,,,,,
Call for Backup Thief?_downgraded,Snake Eyes|Roll 2 ones,2,givedice([1[;] 1]);,Steal,,,GREEN,,,,none,0,YES,NO,excludefromrandomlists|powercard|curseavoid,,,,,,,,,,,,
Call for Backup Robot?_downgraded,Regenerate|Heal [heal]3 health,2,attackself(-3);,Reversal,,,GRAY,,,,none,0,YES,NO,excludefromrandomlists|powercard|curseavoid,,,,,,,,,,,,
Call for Backup Witch?_downgraded,Magic Dice|Roll an extra dice,2,givedice();,Regenerate,,,PURPLE,,,,none,0,YES,NO,excludefromrandomlists|powercard|curseavoid,,,,,,,,,,,,
Call for Backup Inventor?_downgraded,Barricade|Shield +[shield]3,2,inflictself(SHIELD[;] 3);,Time Stop,,,ORANGE,,,,none,0,YES,NO,excludefromrandomlists|powercard|curseavoid,,,,,,,,,,,,
Evil Laugh,Do [sword]<d6> damage[;]|double if enemy is cursed,2,if(getstatus(CURSE) > 0) { attack((d * 2)); } else { attack((d)); },Cackle,MAX3,,PURPLE,change_power,change_power,,,0,NO,NO,vanilla,,,,,,,,,,,,
Evil Laugh_upgraded,Do [sword]<d6> damage[;]|double if enemy is cursed,2,if(getstatus(CURSE) > 0) { attack((d * 2)); } else { attack((d)); },Cackle,MAX4,,PURPLE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Evil Laugh_downgraded,Do [sword]<d6> damage[;]|double if enemy is cursed,2,if(getstatus(CURSE) > 0) { attack((d * 2)); } else { attack((d)); },Cackle,MAX2,,PURPLE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Manic Laugh,Do [sword]<d6> damage[;]|quadruple if you are cursed,1,if(getstatusself(CURSE) > 0) { attack((d * 4)); } else { attack((d)); },Cackle,MAX4,,PURPLE,change_power,change_power,,,0,NO,NO,vanilla,,,,,,,,,,,,
Manic Laugh_upgraded,Do [sword]<d6> damage[;]|quadruple if you are cursed,1,if(getstatusself(CURSE) > 0) { attack((d * 4)); } else { attack((d)); },Cackle,MAX5,,PURPLE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Manic Laugh_downgraded,Do [sword]<d6> damage[;]|quadruple if you are cursed,1,if(getstatusself(CURSE) > 0) { attack((d * 4)); } else { attack((d)); },Cackle,MAX3,,PURPLE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Blammo,Do [sword]3 damage[;] snap 3|at once to gain [fury]Fury,2,attack(3);,Fury,MIN3,,RED,change_power,change_power,,,0,NO,NO,vanilla,,,,,,,,,,if(snap >= 3) inflictself(FURY);,,
Blammo_upgraded,Do [sword]3 damage[;] snap 3|at once to gain [fury]Fury,2,attack(3);,Fury,NORMAL,,RED,,,,,0,NO,NO,vanilla,,,,,,,,,,if(snap >= 3) inflictself(FURY);,,
Blammo_downgraded,Do [sword]3 damage,2,attack(3);,Fury,MIN3,,RED,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Gumball Machine,Recover [heal]1 health[;]|get a new dice,1,attackself(-1); givedice();,Regenerate,MAX3,,GREEN,change_power,change_power,,,0,YES,NO,vanilla,1,,,,,,,,,,,
Gumball Machine_upgraded,Recover [heal]<d6> health[;]|get a new dice,1,attackself(-d); givedice();,Regenerate,MAX3,,GREEN,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Gumball Machine_downgraded,Recover [heal]1 health,1,attackself(-1);,Regenerate,MAX3,,GREEN,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Laugh Track,Curse enemy,2,inflict(CURSE); bonus(1000);,Cackle,EVEN,,ORANGE,simplify,complicate,,,0,NO,NO,finale|vanilla,,,,,,,,,,,,
Big Moment,Do [sword]7 damage|[gray](Reuseable),2,attack(7);,Cackle,COUNTDOWN,7,ORANGE,change_power,change_power,,,2,NO,NO,finale|vanilla,,,,,,,,,,,,
Big Moment_upgraded,Do [sword]7 damage|[gray](Reuseable),2,attack(7);,Cackle,COUNTDOWN,7,ORANGE,,,,,4,NO,NO,finale|vanilla,,,,,,,,,,,,
Big Moment_downgraded,Do [sword]7 damage,2,attack(7);,Cackle,COUNTDOWN,7,ORANGE,,,,,0,NO,NO,finale|vanilla,,,,,,,,,,,,
Action!,Keep a <d6> for next turn,2,inflictself(~stash~+d[;]1); inflictself(~illuminate~);,Cackle,NORMAL,,ORANGE,change_power,complicate,,,0,YES,NO,finale|vanilla,,,,,,,,,,,,
Action!_upgraded,Keep a <d6> for next turn|[gray](Reuseable),2,inflictself(~stash~+d[;]1); inflictself(~illuminate~);,Cackle,NORMAL,,ORANGE,,,,,2,YES,NO,finale|vanilla,,,,,,,,,,,,
Ruff Ruff Ruff,Do [sword]5 damage|(maintains [fury]Fury[]),2,attack(5);,Fury,COUNTDOWN,3,RED,change_power,change_power,,,0,NO,NO,vanilla,,,,,,,,,,,e.maintainfury = true;,
Ruff Ruff Ruff_upgraded,Do [sword]7 damage|(maintains [fury]Fury[]),2,attack(7);,Fury,COUNTDOWN,3,RED,,,,,0,NO,NO,vanilla,,,,,,,,,,,e.maintainfury = true;,
Ruff Ruff Ruff_downgraded,Do [sword]3 damage|(maintains [fury]Fury[]),2,attack(3);,Fury,COUNTDOWN,3,RED,,,,,0,NO,NO,vanilla,,,,,,,,,,,e.maintainfury = true;,
Bow Wow Wow,Make unavailable cards|available[;] return dice,2,if(simulation) { bonus(-1000); } else { var cardlist = Deck.getcards(~all~); if(cardlist.length > 0){ for(c in cardlist){ if(!c.equipment.availablethisturn) { c.equipment.availablethisturn = true; c.equipment.animate(~flash~); } } givedice(d); } },Fury,EVEN,,PINK,simplify,complicate,,,0,YES,NO,excludefromrandomlists|vanilla,,,,,,,,,,,,
Arf Arf Arf,Gain [fury]Fury at the start|of your next turn,2,jinx(~Arf_Arf_Arf~[;]~gain [fury]Fury~[;]~Gain [fury]Fury~[;]~ inflict(FURY); sfx(\~_fury\~);~[;]self[;]self[;]1[;]1); sfx(~_thinghappens~);,Fury,EVEN,,RED,simplify,complicate,,,0,YES,NO,vanilla,,,,,,,,,,,donothing();,
Yip Yip Yip,Reroll a dice|(maintains [fury]Fury[]),2,givedice();,Fury,MAX4,,RED,change_power,change_power,,,0,YES,NO,vanilla,,,,,,,,,,,e.maintainfury = true;,
Yip Yip Yip_upgraded,Reroll a dice|(maintains [fury]Fury[]),2,givedice();,Fury,NORMAL,,RED,,,,,0,YES,NO,vanilla,,,,,,,,,,,e.maintainfury = true;,
Yip Yip Yip_downgraded,Reroll a dice,2,givedice();,Fury,MAX4,,RED,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Table Slam,Reroll all unused dice[;]|and return this dice,1,if(simulation) { bonus(-1000); } else { var c = 0; if(self != null) { if(self.dicepool != null){ if(self.dicepool.length > 0) { for (mydice in self.dicepool){ if (mydice.available()){ mydice.animatereroll(rand([1[;]2[;]3[;]4[;]5[;]6])[;] self.screenposition()[;] c * 0.05); c++; } } } } } givedice(d); },,ODD,,PURPLE,simplify,complicate,,,0,YES,NO,curseavoid|vanilla,,,,,,,,,,,,
Melody,Inflict [weaken]1 weaken,2,inflict(WEAKEN[;] 1);,,NORMAL,,ORANGE,change_power,complicate,,,0,NO,NO,vanilla,,,,,,,,,,,,
Melody_upgraded,Inflict [weaken]2 weaken,2,inflict(WEAKEN[;] 2);,,NORMAL,,ORANGE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Chorus,Roll a dice for every|[weaken]1 weaken on enemy,1,var numweaken = getstatus(WEAKEN); if(numweaken > 0) { var returndice = []; for(i in 0 ... numweaken) { returndice.push(rand([1[;]2[;]3[;]4[;]5[;]6])); } givedice(returndice); },,MAX3,,ORANGE,simplify,complicate,,,0,YES,NO,vanilla,,,,,,,,,,,,
Fortify,Increase [shield] shield|by 50 percent,1,inflictself(SHIELD[;] getstatusself(SHIELD) * 0.5);,,COUNTDOWN,6,ORANGE,change_power,change_power,,,0,YES,NO,vanilla,,,,,,,,,,,,
Fortify_upgraded,Double [shield] shield,1,inflictself(SHIELD[;] getstatusself(SHIELD));,,COUNTDOWN,6,ORANGE,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Fortify_downgraded,Increase [shield] shield|by 25 percent,1,inflictself(SHIELD[;] getstatusself(SHIELD) * 0.25);,,COUNTDOWN,6,ORANGE,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Upkeep,Gain [shield]<myshield> at the start|of your next turn,2,jinx(~Upkeep~[;]~gain [shield]%VAR% shield~[;]~Gain [shield]%VAR% shield~[;]~ inflict(SHIELD[;]%VAR% ); sfx(\~_shield\~);~[;]self[;]self[;]1[;]getstatusself(SHIELD)); sfx(~_thinghappens~);,Fury,EVEN,,PINK,simplify,complicate,,,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Front Line,Lose [heart]3 health[;] gain|[shield]3 shield[;] return the dice,2,pierceattackself(3); inflictself(SHIELD[;] 3); givedice(d);,,NORMAL,,ORANGE,change_power,complicate,,,0,YES,NO,vanilla,,,,,,,,,,,,
Front Line_upgraded,Lose [heart]6 health[;] gain|[shield]6 shield[;] return the dice,2,pierceattackself(6); inflictself(SHIELD[;] 6); givedice(d);,,NORMAL,,ORANGE,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Telephone,Do [sword]<d6> damage|In two turns[;] do [sword]<d6>,2,jinx(~Telephone~[;]~take [sword]%VAR% damage~[;]~Take [sword]%VAR% damage~[;]~attack(%VAR%); sfxdamage(null[;]%VAR%);~[;]target[;]self[;]2[;]d); attack(d); sfxdamage(target[;]d); sfx(~_thinghappens~);,Fury,MAX5,,PINK,simplify,complicate,,,0,NO,NO,vanilla,,,,,,,,,,,,
Bee Sting,Do [shock]4 damage[;]|Inflict [shock]1 shock,1,attack(4[;] SHOCK); inflict(SHOCK[;] 1);,Zap,COUNTDOWN,5,YELLOW,change_power,change_power,,,0,NO,NO,vanilla,,,,,,,,,,,,
Bee Sting_upgraded,Do [shock]6 damage[;]|Inflict [shock]1 shock,1,attack(6[;] SHOCK); inflict(SHOCK[;] 1);,Zap,COUNTDOWN,5,YELLOW,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Bee Sting_downgraded,Do [sword]4 damage,1,attack(4);,Zap,COUNTDOWN,5,YELLOW,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Princess Guard,Do [sword]<d6> damage|25% chance to add [shield]<d6>,1,var odds = 25; if(getstatusself(~luck~) > 0){ odds += 25 * getstatusself(~luck~); } if(getstatusself(~luck+~) > 0){ odds = 100; } attack(d); if(chance(odds)) { self.textparticle(~Success!~); inflictself(SHIELD[;] d); sfx(~_shield~[;]~~[;]0.2); } sfxdamage(target[;]d);,,MAX4,,ORANGE,change_power,change_power,,,0,NO,NO,vanilla,1,,,,,,,,,,,var odds = 25; if(getstatusself(~luck~) > 0){ odds += 25 * getstatusself(~luck~); } if(getstatusself(~luck+~) > 0){ odds = 100; } if(chance(odds)) { self.textparticle(~Success!~); inflictself(SHIELD[;] d); sfx(~_shield~[;]~~[;]0.2); }
Princess Guard_upgraded,Do [sword]<d6> damage|75% chance to add [shield]<d6>,1,var odds = 75; if(getstatusself(~luck~) > 0){ odds = 100; } if(getstatusself(~luck+~) > 0){ odds = 100; } attack(d); if(chance(odds)) { self.textparticle(~Success!~); inflictself(SHIELD[;] d); sfx(~_shield~[;]~~[;]0.2); } sfxdamage(target[;]d);,,MAX4,,ORANGE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,var odds = 75; if(getstatusself(~luck~) > 0){ odds = 100; } if(getstatusself(~luck+~) > 0){ odds = 100; } if(chance(odds)) { self.textparticle(~Success!~); inflictself(SHIELD[;] d); sfx(~_shield~[;]~~[;]0.2); }
Princess Guard_downgraded,Do [sword]<d6> damage,1,attack(d);,,MAX4,,ORANGE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Venus Gospel,Do [weaken]<d6> damage|25% chance +[weaken]2 weaken,1,var odds = 25; if(getstatusself(~luck~) > 0){ odds += 25 * getstatusself(~luck~); } if(getstatusself(~luck+~) > 0){ odds = 100; } if(chance(odds)) { self.textparticle(~Success!~); inflict(WEAKEN[;] 2); } attack(d[;] WEAKEN);,,MAX5,,ORANGE,change_power,change_power,,,0,NO,NO,vanilla,1,,,,,,,,,,,
Venus Gospel_upgraded,Do [weaken]<d6> damage|25% chance +[weaken]3 weaken,1,var odds = 25; if(getstatusself(~luck~) > 0){ odds += 25 * getstatusself(~luck~); } if(getstatusself(~luck+~) > 0){ odds = 100; } if(chance(odds)) { self.textparticle(~Success!~); inflict(WEAKEN[;] 3); } attack(d[;] WEAKEN);,,MAX5,,ORANGE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Venus Gospel_downgraded,Do [weaken]<d6> damage,1,attack(d[;] WEAKEN);,,MAX5,,ORANGE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Snapdragon,Do [sword]3 damage[;]|on 6[;] gain [mana]2 mana,1,attack(3); if(d == 6) { inflictself(MANA[;]2); sfxdamage(target[;]3); sfx(~_mana~[;]~~[;]0.2); } else { sfxdamage(target[;]3); },,NORMAL,,RED,change_power,change_power,,,0,NO,NO,vanilla,1,,,,,,,,,,,if(d == 6) { inflictself(MANA[;]2); sfx(~_mana~[;]~~[;]0.2); }
Snapdragon_upgraded,Do [sword]3 damage[;]|on even[;] gain [mana]2 mana,1,attack(3); if(d % 2 == 0) { inflictself(MANA[;]2); sfxdamage(target[;]3); sfx(~_mana~[;]~~[;]0.2); } else { sfxdamage(target[;]3); },,NORMAL,,RED,,,,,0,NO,NO,vanilla,,,,,,,,,,,,if(d % 2 == 0) { inflictself(MANA[;]2); sfx(~_mana~[;]~~[;]0.2); }
Snapdragon_downgraded,Do [sword]3 damage[;]|on 3[;] gain [mana]2 mana,1,attack(3); if(d == 3) { inflictself(MANA[;]2); sfxdamage(target[;]3); sfx(~_mana~[;]~~[;]0.2); } else { sfxdamage(target[;]3); },,MAX3,,RED,,,,,0,NO,NO,vanilla,,,,,,,,,,,,if(d == 3) { inflictself(MANA[;]2); sfx(~_mana~[;]~~[;]0.2); }
